0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,3.8755
148,20.5191
149,10.5278
150,0
151,0
152,0
153,33.1591
154,26.4427
155,77.4775
156,249.378
157,277.804
158,285.996
159,293.47
160,314.909
161,333.305
162,351.501
163,363.973
164,376.911
165,393.849
166,397.235
167,396.252
168,410.68
169,416.935
170,419.767
171,426.01
172,430.753
173,434.066
174,441.711
175,439.193
176,448.441
177,448.247
178,215.38
179,216.64
180,252.283
181,259.068
182,427.852
183,394.197
184,506.939
185,364.078
186,241.24
187,349.74
188,497.135
189,175.216
190,215.79
191,488.287
192,469.025
193,343.151
194,471.461
195,490.783
196,435.374
197,134.97
198,160.393
199,357.128
200,485.24
201,462.844
202,376.515
203,349.596
204,599.721
205,394.507
206,608.73
207,649.714
208,621.052
209,611.071
210,585.635
211,633.499
212,649.137
213,595.267
214,592.329
215,533.308
216,582.185
217,570.668
218,644.869
219,560.986
220,669.164
221,644.796
222,589.326
223,526.815
224,671.356
225,675.688
226,684.991
227,689.246
228,690.465
229,693.915
230,702.602
231,701.533
232,458.176
233,507.834
234,511.622
235,553.654
236,548.101
237,623.078
238,478.234
239,586.441
240,592.34
241,473.533
242,544.965
243,590.214
244,546.999
245,575.539
246,592.813
247,674.426
248,662.941
249,705.865
250,699.378
251,695.412
252,653.222
253,675.884
254,720.954
255,665.916
256,699.335
257,714.462
258,734.028
259,736.543
260,724.725
261,659.387
262,547.948
263,671.971
264,726.868
265,671.985
266,719.432
267,780.235
268,788.934
269,779.416
270,786.009
271,762.276
272,711.912
273,658.75
274,791.791
275,797.958
276,800.349
277,804.055
278,800.111
279,784.946
280,793.994
281,807.021
282,795.502
283,764.889
284,774.673
285,798.541
286,799.361
287,810.293
288,815.32
289,817.796
290,819.75
291,826.386
292,829.268
293,833.763
294,836.656
295,837.776
296,839.318
297,842.509
298,843.087
299,727.019
300,813.84
301,832.069
302,791.188
303,741.44
304,835.116
305,844.151
306,844.9
307,843.553
308,852.029
309,801.499
310,847.376
311,853.611
312,850.557
313,852.359
314,850.926
315,852.994
316,854.988
317,853.713
318,824.764
319,829.961
320,838.484
321,837.649
322,845.834
323,844.944
324,844.152
325,850.681
326,848.892
327,852.933
328,848.611
329,848.691
330,851.958
331,854.908
332,861.465
333,862.516
334,866.823
335,869.392
336,869.788
337,872.53
338,875.365
339,875.355
340,870.774
341,875.348
342,573.622
343,873.679
344,94.7217
345,874.449
346,877.14
347,879.208
348,879.671
349,879.977
350,877.034
351,870.429
352,874.969
353,874.13
354,766.761
355,874.545
356,530.375
357,441.205
358,265.83
359,13.6276
360,265.147
361,593.231
362,896.12
363,310.794
364,465.835
365,875.898
366,868.706
367,874.207
368,867.64
369,872.348
370,867.744
371,869.412
372,866.67
373,863.462
374,864.635
375,865.895
376,861.449
377,847.579
378,873.739
379,877.079
380,862.054
381,896.552
382,11.6741
383,0
384,889.594
385,891.515
386,891.556
387,895.63
388,887.469
389,6.91334
390,0
391,645.106
392,730.478
393,892.867
394,907.327
395,898.793
396,900.819
397,903.962
398,894.68
399,900.389
400,897.802
401,891.333
402,884.067
403,902.452
404,64.1383
