,2018-10-12--ZERO,2018-10-12,2018-10-12--0.0,2018-10-12--0.010204081,2018-10-12--0.020408163,2018-10-12--0.030612245,2018-10-12--0.040816326,2018-10-12--0.05102041,2018-10-12--0.06122449,2018-10-12--0.071428575,2018-10-12--0.08163265,2018-10-12--0.091836736,2018-10-12--0.10204082,2018-10-12--0.1122449,2018-10-12--0.12244898,2018-10-12--0.13265306,2018-10-12--0.14285715,2018-10-12--0.15306123,2018-10-12--0.1632653,2018-10-12--0.1734694,2018-10-12--0.18367347,2018-10-12--0.19387755,2018-10-12--0.20408164,2018-10-12--0.21428572,2018-10-12--0.2244898,2018-10-12--0.23469388,2018-10-12--0.24489796,2018-10-12--0.25510204,2018-10-12--0.26530612,2018-10-12--0.2755102,2018-10-12--0.2857143,2018-10-12--0.29591838,2018-10-12--0.30612245,2018-10-12--0.31632653,2018-10-12--0.3265306,2018-10-12--0.33673468,2018-10-12--0.3469388,2018-10-12--0.35714287,2018-10-12--0.36734694,2018-10-12--0.37755102,2018-10-12--0.3877551,2018-10-12--0.39795917,2018-10-12--0.40816328,2018-10-12--0.41836736,2018-10-12--0.42857143,2018-10-12--0.4387755,2018-10-12--0.4489796,2018-10-12--0.45918366,2018-10-12--0.46938777,2018-10-12--0.47959185,2018-10-12--0.48979592,2018-10-12--0.5,2018-10-12--0.5102041,2018-10-12--0.52040815,2018-10-12--0.53061223,2018-10-12--0.5408163,2018-10-12--0.5510204,2018-10-12--0.56122446,2018-10-12--0.5714286,2018-10-12--0.5816327,2018-10-12--0.59183675,2018-10-12--0.6020408,2018-10-12--0.6122449,2018-10-12--0.622449,2018-10-12--0.63265306,2018-10-12--0.64285713,2018-10-12--0.6530612,2018-10-12--0.6632653,2018-10-12--0.67346936,2018-10-12--0.68367344,2018-10-12--0.6938776,2018-10-12--0.70408165,2018-10-12--0.71428573,2018-10-12--0.7244898,2018-10-12--0.7346939,2018-10-12--0.74489796,2018-10-12--0.75510204,2018-10-12--0.7653061,2018-10-12--0.7755102,2018-10-12--0.78571427,2018-10-12--0.79591835,2018-10-12--0.8061224,2018-10-12--0.81632656,2018-10-12--0.82653064,2018-10-12--0.8367347,2018-10-12--0.8469388,2018-10-12--0.85714287,2018-10-12--0.86734694,2018-10-12--0.877551,2018-10-12--0.8877551,2018-10-12--0.8979592,2018-10-12--0.90816325,2018-10-12--0.9183673,2018-10-12--0.9285714,2018-10-12--0.93877554,2018-10-12--0.9489796,2018-10-12--0.9591837,2018-10-12--0.96938777,2018-10-12--0.97959185,2018-10-12--0.9897959,2018-10-12--1.0,2018-10-10--ZERO
2018-10-12T04:00:00,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0
2018-10-12T05:00:00,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,-100.6842999999999,0.0
2018-10-12T06:00:00,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,-100.73559999999998,0.0
2018-10-12T07:00:00,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,-130.95949999999993,0.0
2018-10-12T08:00:00,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,-130.13839999999982,0.0
2018-10-12T09:00:00,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,-30.20139999999992,0.0
2018-10-12T10:00:00,-30.041999999999916,-0.041999999999916326,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,134.95800000000008,34.958000000000084,34.958000000000084,34.958000000000084,34.958000000000084,34.958000000000084,34.958000000000084,34.958000000000084,34.958000000000084,34.958000000000084,34.958000000000084,34.958000000000084,34.958000000000084,34.958000000000084,4.958000000000084,4.958000000000084,4.958000000000084,4.958000000000084,4.958000000000084,-30.041999999999916,-30.041999999999916,-30.041999999999916,34.958000000000084,34.958000000000084,-0.041999999999916326,-0.041999999999916326,-0.041999999999916326,-0.041999999999916326,-0.041999999999916326,-0.041999999999916326,-0.041999999999916326,-0.041999999999916326,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,-30.041999999999916,0.0
2018-10-12T11:00:00,-30.6561999999999,99.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,134.3438000000001,34.3438000000001,34.3438000000001,34.3438000000001,34.3438000000001,34.3438000000001,34.3438000000001,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,34.3438000000001,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,-0.6561999999998989,0.0
2018-10-12T12:00:00,-0.04030000000011569,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,129.95969999999988,164.95969999999988,164.95969999999988,164.95969999999988,29.959699999999884,29.959699999999884,64.95969999999988,64.95969999999988,64.95969999999988,64.95969999999988,64.95969999999988,64.95969999999988,64.95969999999988,64.95969999999988,64.95969999999988,64.95969999999988,64.95969999999988,64.95969999999988,64.95969999999988,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,29.959699999999884,0.0
2018-10-12T13:00:00,-0.9367999999999483,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,129.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,64.06320000000005,64.06320000000005,64.06320000000005,64.06320000000005,29.06320000000005,64.06320000000005,64.06320000000005,64.06320000000005,64.06320000000005,64.06320000000005,64.06320000000005,64.06320000000005,64.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,29.06320000000005,0.0
2018-10-12T14:00:00,-0.3225000000002183,164.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,129.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,29.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,64.67749999999978,0.0
2018-10-12T15:00:00,-0.17099999999982174,134.82900000000018,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,99.82900000000018,99.82900000000018,99.82900000000018,99.82900000000018,99.82900000000018,99.82900000000018,99.82900000000018,99.82900000000018,99.82900000000018,99.82900000000018,99.82900000000018,99.82900000000018,99.82900000000018,129.82900000000018,129.82900000000018,129.82900000000018,129.82900000000018,129.82900000000018,129.82900000000018,129.82900000000018,129.82900000000018,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,-0.17099999999982174,29.82900000000018,29.82900000000018,29.82900000000018,29.82900000000018,29.82900000000018,29.82900000000018,29.82900000000018,29.82900000000018,29.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,64.82900000000018,0.0
2018-10-12T16:00:00,-0.7817000000000007,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,-35.7817,0.0
2018-10-12T17:00:00,-0.8690000000001419,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,-35.86900000000014,0.0
